CustomerID,Gender,Age,Tenure_Months,Contract_Type,Payment_Method,Monthly_Charges_INR,Total_Charges_INR,Tech_Support,Paperless_Billing,Churn
CUST-1938,Female,63,19,Month-to-month,Credit Card,1811.05,34401.69,No,No,0
CUST-1939,Female,32,48,Month-to-month,Mailed Check,2414.55,115879.37,No,Yes,1
CUST-1940,Female,26,45,Two year,UPI / Electronic,1905.54,85793.08,No,Yes,0
CUST-1941,Male,32,55,One year,Bank Transfer,1376.72,75737.31,No,No,0
CUST-1942,Female,66,55,Month-to-month,Bank Transfer,1686.58,92723.8,No,Yes,1
CUST-1943,Male,41,18,One year,Bank Transfer,1926.3,34630.29,Yes,Yes,0
CUST-1944,Male,21,63,One year,Bank Transfer,1646.01,103696.98,No,Yes,0
CUST-1945,Male,29,47,One year,Mailed Check,335.69,15749.44,Yes,No,0
CUST-1946,Male,54,57,Month-to-month,Mailed Check,727.5,41442.9,No,No,1
CUST-1947,Female,54,45,Two year,Credit Card,2082.03,93729.12,Yes,Yes,0
CUST-1948,Female,60,33,Month-to-month,Mailed Check,898.83,29620.35,No,No,1
CUST-1949,Male,23,17,Month-to-month,Credit Card,1908.44,32465.02,No,Yes,1
CUST-1950,Male,56,70,Month-to-month,Credit Card,1117.66,78213.31,No,Yes,0
CUST-1951,Female,63,4,Month-to-month,Bank Transfer,1447.15,5814.63,Yes,No,1
CUST-1952,Male,41,20,Two year,Mailed Check,448.54,8993.04,No,Yes,0
CUST-1953,Female,28,47,Month-to-month,Mailed Check,697.7,32742.64,No,Yes,1
CUST-1954,Male,30,15,Month-to-month,Credit Card,2404.83,36073.36,No,Yes,1
CUST-1955,Male,51,70,Two year,Credit Card,2257.3,157974.93,Yes,No,0
CUST-1956,Female,42,47,Month-to-month,UPI / Electronic,1734.01,,No,Yes,1
CUST-1957,Male,24,9,Month-to-month,UPI / Electronic,1310.22,11829.14,No,No,1
CUST-1958,Female,69,16,Month-to-month,Credit Card,1785.67,28562.55,Yes,No,1
CUST-1959,Male,21,69,Month-to-month,UPI / Electronic,1659.94,114530.3,No,Yes,1
CUST-1960,Male,25,61,Month-to-month,UPI / Electronic,1549.81,94518.74,No,No,0
CUST-1961,Male,37,10,One year,Credit Card,429.19,4313.56,No,Yes,1
CUST-1962,Female,46,50,Month-to-month,Credit Card,1691.17,84544.37,Yes,Yes,0
CUST-1963,Male,68,3,Month-to-month,Mailed Check,1990.62,5948.64,No,No,1
CUST-1964,Male,62,70,One year,Credit Card,2485.98,174011.82,No,No,1
CUST-1965,Male,63,51,One year,Credit Card,323.37,16451.02,No,Yes,0
CUST-1966,Male,27,19,Month-to-month,Bank Transfer,1905.38,36226.88,No,Yes,0
CUST-1967,Female,60,42,Month-to-month,Mailed Check,1556.94,65342.74,No,Yes,1
CUST-1968,Female,51,35,Month-to-month,Mailed Check,1253.91,43901.3,No,Yes,1
CUST-1969,Male,43,46,Month-to-month,Mailed Check,579.65,26632.19,Yes,Yes,1
CUST-1970,Female,58,26,Month-to-month,Bank Transfer,1198.99,31146.98,No,Yes,1
CUST-1971,Male,66,69,Month-to-month,Credit Card,1078.63,74439.03,No,No,0
CUST-1972,Male,20,64,Two year,Mailed Check,965.23,61824.01,Yes,Yes,0
CUST-1973,Male,23,37,Month-to-month,Mailed Check,1906.94,70584.55,Yes,Yes,1
CUST-1974,Female,22,49,One year,UPI / Electronic,1840.6,90161.98,No,No,0
CUST-1975,Female,22,21,Month-to-month,Mailed Check,1594.84,33459.24,No,No,0
CUST-1976,Female,64,64,One year,Credit Card,2364.06,151336.46,No,Yes,0
CUST-1977,Female,40,5,One year,Credit Card,1068.68,5337.82,No,Yes,0
CUST-1978,Female,66,70,Two year,UPI / Electronic,835.36,58438.91,Yes,No,0
CUST-1979,Female,26,4,Month-to-month,Mailed Check,1741.99,7004.18,No,Yes,1
CUST-1980,Female,52,39,One year,Mailed Check,736.39,28750.82,No,Yes,0
CUST-1981,Female,37,35,Month-to-month,Mailed Check,992.02,34769.09,No,No,1
CUST-1982,Female,66,1,One year,Bank Transfer,793.13,834.1,Yes,Yes,0
CUST-1983,Male,59,24,Month-to-month,Mailed Check,451.14,10862.54,No,Yes,0
CUST-1984,Female,52,57,Month-to-month,Credit Card,2119.5,,Yes,Yes,1
CUST-1985,Female,67,70,Month-to-month,Credit Card,858.99,60089.74,No,Yes,0
CUST-1986,Female,35,41,Month-to-month,Bank Transfer,1339.66,54932.96,No,Yes,0
CUST-1987,Female,34,54,Month-to-month,Bank Transfer,394.29,21294.81,No,No,1
CUST-1988,Female,41,46,Month-to-month,Mailed Check,1837.55,84523.1,Yes,Yes,0
CUST-1989,Female,20,60,Two year,UPI / Electronic,1026.23,61563.48,No,Yes,0
CUST-1990,Female,49,60,One year,Bank Transfer,1937.42,116238.32,No,Yes,1
CUST-1991,Female,52,57,Two year,Bank Transfer,1206.29,68765.46,No,No,0
CUST-1992,Female,55,31,Month-to-month,Mailed Check,729.66,22569.67,No,Yes,1
CUST-1993,Female,30,24,Two year,Mailed Check,1427.99,34247.83,No,Yes,0
CUST-1994,Female,64,36,Two year,Bank Transfer,586.11,21101.79,No,No,0
CUST-1995,Male,42,30,One year,UPI / Electronic,1268.19,38067.92,No,Yes,0
CUST-1996,Male,26,24,One year,Bank Transfer,997.07,23897.1,No,Yes,1
CUST-1997,Female,21,30,Month-to-month,Mailed Check,2305.31,69163.99,Yes,Yes,0
CUST-1998,Female,31,7,Two year,Mailed Check,433.04,3052.73,No,Yes,1
CUST-1999,Male,54,35,Month-to-month,Bank Transfer,1825.84,63898.86,No,Yes,1
